id	tweet	subtask_a	subtask_b	subtask_c
1858	तू गोट्या खेळ आणि थिल्लर चाळे कर तुला झापडं लावलीत त्यामुळे जेवढं दाखवलं जातं तेवढंच बघ आणि तेवढंच तोंड उघड	OFF	TIN	IND
1859	तू किती ही शिव्या दे नाही तर शाप दे मला झाट फरक पडत नाही तुला फरक पडला म्हणून गांड जाळून ट्विट करतोयस सो	OFF	TIN	IND
1860	इक दिन मर जायेगा कुत्ते की मोत जग में कहेंगे मर गया मादरचोद ला ला ला ला ला ला ला ला ला ला ला ला ला ला ला…	OFF	TIN	IND
1861	तुझ्या आईच्या पुच्चीत काळा लंड रांडचा पोरगा तुझ्या…	OFF	TIN	IND
1862	मेरे प्यारे पुच्ची पुच्ची मोदी जी आप सिर्फ जनजंख्या नियंत्रण कानून लाइये  बाकी हम आपकी पुच्ची पुच्ची…	OFF	TIN	IND
1863	च्यायला आम्ही तर कॉलेजला असताना इन्फ्रारेड वर दोन मोबाईल एकमेकांच्या बोच्याला चिटकवून क्लिपा सेंड करून घ्यायचो…	OFF	TIN	IND
1864	कारे मादरचोद नेरकर जास्तच माजलेला दिसतोय तू तुझ्या आई बहिणी झोपत असतील गावातील लोकांबरोबर भड…	OFF	TIN	IND
1865		OFF	TIN	IND
1866	तुझ्या पुच्ची काही कामाची रायली नसणार मग तुझ भोक बेस्ट असणार	OFF	TIN	IND
1867	व्हय रे चोम्या तू शिकवणार मला कोणाला प्रेम करायचे ते दळभद्री सल्या	OFF	TIN	IND
1868	निघ आईघाल्या पाकिस्तानात तुझं इथं काय काम कटव्या इथं राहून देतोय हे हिंदूंचे उपकार समज	OFF	TIN	IND
1869	हो आईघाल्या मुंबई आमच्या बापाचीच आहे तुझी औकात काय आहे रे भिकाऱ्या?	OFF	TIN	IND
1870	क्या रे  झवाड्या देश के सिविल सर्विस के सिस्टम में इतना बडा घोचा है और तुम लोग देश की जनता को बताता नहीं है…	OFF	TIN	IND
1871	भाजप च्या गोट्या चोळ्या आहेस का	OFF	TIN	IND
1872	तुजाईला चेककर तिच्या बॉल वर चावलो होतो मी सांगेल ती रांड कुठं गेली होती	OFF	TIN	IND
1873	भडव्या तूझी लायकी काय रे भाड्या	OFF	TIN	IND
1874	आईघाल्या तुझी गांड दुखते का ? उद्धवसाहेब मुख्यमंत्री आहे म्हणून	OFF	TIN	IND
1875	तु गू खा रे भड्व्या सोनिया चा़ दलाल	OFF	TIN	IND
1876	कारे तुझ्या बहीणीच घर फोडल की काय मादरचोद?	OFF	TIN	IND
1877	अबे मादरचोद गदधार तूझ्या सारख्या हरामखोचा हा महाराष्ट्र नाहीहा आमचा शिवाजींचा बाळासाहेबांचा आणि मा…	OFF	TIN	IND
1878	पुच्ची	OFF	TIN	IND
1879	साली कुत्ती	OFF	TIN	IND
1880	जवान तर देशाची रक्षा करतातपुरात सहायता करतात हा भडवा आईघाल्या कोणांच काय चोळतो देव जाणे	OFF	TIN	IND
1881	साली रंडी	OFF	TIN	IND
1882	हो का गोट्या चोळ्या	OFF	TIN	IND
1883	मोती शेठचा वाढदिवस राष्ट्रीय बेरोजगार दिन म्हणून साजरा करण्यापेक्षा आंतरराष्ट्रीय दळभद्री दिन म्हणून साजरा कर…	OFF	TIN	IND
1884	तुझ्या आईची गांड बुल्ल्यातुझे बाप आम्ही आहे आईघाल्या	OFF	TIN	IND
1885	तुजाई तर पुऱ्या घोळक्यात नंगी होती लई आवडत त्या रांड ला	OFF	TIN	IND
1886	मी बोचा धुताना तू काय बागायेल येत होता का रे	OFF	TIN	IND
1887	भिकारचोट	OFF	TIN	IND
1888	अरे भडव्या आदी तुजी लायकी बग तुला गल्लीतील कुत्रा विचारतो का मग दुसऱ्याला बोल गांडू साला	OFF	TIN	IND
1889	या फक्त निंदानाथ सिंह आहे। कोणत्याही घटने नंतर म्हणतो इस घटना की करते हैं। आणि झाट पण नाही उपटत।	OFF	TIN	IND
1890	भाड़ खाव म्हनजेच भाड़ खानार्या लोकांना नाही नोकरीची किम्मत कळनार तु नालायक आहेस वाघ…	OFF	TIN	IND
1891	खरी गजाल येगळीच आसाह्या सगळ्याक कारणीभूत मंद शिवसेना समर्थक आसयसगळेच काय रावतोसारखो रिकामटेकडे रवाक…	OFF	TIN	IND
1892	हा नालायक गृहमंत्री दिशाबाबत तिने पोलिसांना १०० या नंबरवर फोन केला त्याबाबतच्या प्रश्नावर उत्तर न देता प…	OFF	TIN	IND
1893	त्या भिकारचोट कंगणा तिच्या घराचे कागदपत्र चाळून तीची घर बेकायदेशीर ठरवायला बर वेळ मिळाला सरकारला  आणी कोर्टा…	OFF	TIN	IND
1894	जाऊ द्या भाऊ ह्याले समजे नाही झाट अन म्हणे मले पत्ते वाट	OFF	TIN	IND
1895	निल्या तु लहान आहेस अजुन तुझ्या मापाची हाफ चड्डी बनली नाय म्हणुन तु आपल्या गोट्या गोट्या खेळ नसल्या त्या उचापात्या…	OFF	TIN	IND
1896	काही मोजकी मराठी न्यूज चॅनल वगळता राष्ट्रीय स्तरावरील बहुतेक सर्व न्यूज चॅनल उद्धवाच्या तोंडात अक्षरशः शेण घालत आहेत अग…	OFF	TIN	IND
1897	सोनू नाव? खर नाव घ्यायला फाटतो का बोचा तो तर फाटणारच मुंबई चा पालक मंत्री कोणी बसवला मातोश्री असणारी कलानगर सीट…	OFF	TIN	IND
1898	हो रे मंद बुद्धी तेच म्हणालो ना मी भक्त अंध भक्त या शब्दां…	OFF	TIN	IND
1899	ही असं जर इतर तमिळनाडू कर्नाटक राज्यात बोलली असती तर तिथले लोकच रस्त्यात धरून तुकडे तुकडे केले असतेपण महारा…	OFF	TIN	IND
1900	किती ही बावळट बाई आहे न्यायप्रवीष्ठ असलेल्या प्रकरणावर सुद्धा मतप्रदर्शन करते ? बॉलिवूडच्या इ…	OFF	TIN	IND
1901	गोट्या सेठ न काय कंपनी बनवलं आहे गुगल सर्च मध्ये पन नाही येतं   बोगस कंपनी	OFF	TIN	IND
1902	उध्दव ठाकरे तुझे क्या लगता है हे बोलून तिने लायकी दाखवली आहे सरकारने राज्यातील प्रश्नावर लक्ष द्यावे हिच्याकडे…	OFF	TIN	IND
1903	कंगनाला आज संविधानाचा अपमान दिसतो स्वतःवर आले म्हणुन जेंव्हा दिल्लीत संविधान जाळले तेंव्हा तुझ्या तोंडात कुणी बोळा…	OFF	TIN	IND
1904	आम्ही अंध भक्त नक्की आहोत पप्पू सारखे मंद नाहीच	OFF	TIN	IND
1905	साली रांड	OFF	TIN	IND
1906	चूप रे मुर्खा तू कोणावार कारवाई करणार ? उपट्यांनो महारा…	OFF	TIN	IND
1907	वेड्या माणसा मराठा आरक्षणासाठी फडणवीस मुख्यमंत्री असताना सुरवात झाली होती तेव्हा तोंडात काय घेऊन बसला…	OFF	TIN	IND
1908	तु तर एडझवाच हाय तोंडात दिलाय का तुझ्या??	OFF	TIN	IND
1909	अरे मुर्खा तुमचे भक्त त्या फडतूस शेट ची बरोबरी आमच्या महाराजांना सोबत करतात त्याचा आधी निषेध कर सतरंजी उचल्या	OFF	TIN	IND
1910	आबे चुतीये लोक तुला शिव्या देत आहेत ह्या वरूनच ओळख मराठी लोकांच्यात किती चीड निर्माण झाली आहेमंद बुद्धी आहेस वाटत	OFF	TIN	IND
1911	मूर्खा मुघल कालीन वस्तु आसं आहे ते त्या सर्व मुघलांच्या वस्तु नाहीत आणि तिथे शिवाजी म…	OFF	TIN	IND
1912	आधी बातमी वाच रे मंद भक्ता तुमच्या सारख्या लोकांसाठी च बनवून ठेवलीय जरा…	OFF	TIN	IND
1913	लवड्या मी माझा भाषेत बोलोना तुझा बापाला पण ऐकयचो नाही लवड्या गांडीत पाय घालेल तुझा आई झवाड्या…	OFF	TIN	IND
1914	दादा साहेब फाळके नाव आहे मंद बुद्धी	OFF	TIN	IND
1915	अरे रांडच्या मी संविधनावरून बोललोच नाही मी तर तुझ्या आईला कशी झवली आणि तु…	OFF	TIN	IND
1916	बेक्कार मंद आहे मग ही हिला युती आहे एवढं पण माहीत नव्हतं	OFF	TIN	IND
1917	उर्मिला मातोंडकर माझा च्या कट्ट्यावर येतेय मंद सैनिक उर्मिलाच्या कार्यक्रमाचा प्रचार नेमका कोणत्या नात्यांनी करत आहेत?…	OFF	TIN	IND
1918	अरे मंदबुद्धी तुझ्या घरातले  झाले यावरून तरी समज कसा कोरोना पसरला आहे ते बावळट गांज्या	OFF	TIN	IND
1919	कंगनानं अनधिकृत बांधकाम केलं ते अधिकृत दाखण्यासाठी पालिकाच्या संबंधित अधिका यांनी लाच मागितली असणार त्यानंतर कंग…	OFF	TIN	IND
1920	आग मंद बाबासाहेब नाही दादासाहेब फाळके थोडी माहिती घेऊन लावलावी करत जा तुला काय कामधंदा नाहीये	OFF	TIN	IND
1921	पोरी पळव्या राम्या आईघाल्या तु सांगणार का अत्याचार कुणावर होतोय	OFF	TIN	IND
1922	अरे मुर्खा आता संघात पूर्ण पँट असते पण तुझ्या डोक्यात अजून चड्डीच आहे	OFF	TIN	IND
1923	तुजाईला माझा लवडा लई आवडतो सारखा तोंडात ठेवते तिच्या…	OFF	TIN	IND
1924	तुझ्या फावड्याला दाऊदची धमकी अली आहे मग तू काय घरात बसून गोट्या खेळतोयस तुझ्या फाव…	OFF	TIN	IND
1925	बावळट निर्लज्ज सडक्या मेंदूची पैदास किड्याची औलाद आहे	OFF	TIN	IND
1926	काही दिवसाने हा भिकारचोट लोकल ट्रेन्स मध्ये फाटक्या कपड्यात हेच हार्मोनियम घेऊन गाणार आहे आता पासूनच  चा…	OFF	TIN	IND
1927	जुमला कुमार संघटनेचे अध्यक्ष माननीय नरेन्द्र मोदी उर्फ फेकू उर्फ चहावाला उर्फ डिग्रीमास्टर गाटार मधून गॅस उत्पादन…	OFF	TIN	IND
1928	अरे काय हनिमूनला गेली आहे का ती? भिकारचोट पत्रकारिता	OFF	TIN	IND
1929	बकचोद विंग जेथे बकचोद करतेस का? निर्लज्ज बाई आहे तु मुर्ख चांडाळी गप्प तोंडात बो घाल	OFF	TIN	IND
1930	तिकडं त्याच्या तोंडात लॉलीपॉप देतात	OFF	TIN	IND
1931	काजल गेली घड्डयात  तुझे शब्द वाचून लवडा ताठ झाला	OFF	TIN	IND
1932	दळभद्री बाबासाहेब आंबेडकर आणि दादासाहेब फाळके	OFF	TIN	IND
1933	निर्लज्ज आहे तो  त्याला किती टोचा  तरी म्हणेल लाल माझाच बोचा	OFF	TIN	IND
1934	महाराष्ट्रात रिपब्लिक चॅनलला बंदी म्हटल्यावर आता ह्या ठर्कीच्या गोट्या फिट करणे सोपे झाले अब आयेगा मजा  बकरे…	OFF	TIN	IND
1935	मला नेहमी वाटायचं हिच्याशी लग्न करून नी चूक केली तिने मला खरं ठरवलं आज बुटकी साली हिची काहीच लाय…	OFF	TIN	IND
1936	गपरे चुत्या तूला कोण बोलला माझ्या  मध्ये येऊन तुझी निजव असा झाटू तुझ्या सारख्या नपुसकाला झाट…	OFF	TIN	IND
1937	काय रे आई झावाड्या हिजड्या हॉटेल ला काय धंदा करतो का मादारचोद तुझा नंबर दे भ…	OFF	TIN	IND
1938	करे कवडीच्या भिकारी लाळचाट्या भडव्या तू आला पहिले माज़्या ट्वीट वर भोस्डीच्या तुझ्या बापने…	OFF	TIN	IND
1939	चा बोचा चाटत बस तू	OFF	TIN	IND
1940	तुझा बाप मी आहे भाडखाऊ त्याला सोड तुझी आय मी…	OFF	TIN	IND
1941	संजय राऊत आईघाल्या आहे शिवसेना चा  आहे मालक बनायला निकाला कुत्रा शिवसेना तर सोनिया रांडेचे पायचाटे बन्दे बाळा…	OFF	TIN	IND
1942	मूर्खा मराठी सिनेमावर लिहिलंय त्यात बापाचा सम्बन्ध नाही कळतंय मग विचारतोस कशाला ? माझ्या बापाच्या पगाराशी…	OFF	TIN	IND
1943	बाळासाहेबांचा बाळ्या बावळट निघाला	OFF	TIN	IND
1944	घे तोंडात	OFF	TIN	IND
1945	महाराष्ट्राला कोरोना नाही कंगना हा रोग लागलाय त्यात महाराष्ट्रातले दळभद्री राजकारणी लोकं त्या चुतीया कंगनाची बाजू…	OFF	TIN	IND
1946	तिला तोंडात मोठा काळा चोकोबार मिळाला दिसतोय	OFF	TIN	IND
1947	रांड दिप सुव्वरदेसाई	OFF	TIN	IND
1948	मुद्दामहून थुकत बसला ते पण दोस्तांना बोलवून म्हणुन झाट शिलगली	OFF	TIN	IND
1949	माझा हंटर चांगलाच घुसलाय आईच्या पुच्चीत तुझ्या कशी खवळली रांड लगेच	OFF	TIN	IND
1950	तोंडात घे	OFF	TIN	IND
1951	तुझे कागद पत्र काढून ठेव आधी गद्दार पाकिस्तानी मानसा	OFF	TIN	IND
1952	अरे भडव्या आधी स्वताच बग तू आमच्यावर टीका फेक अकाउंट काढून करतो यावरून तुजी लायकी काय आ…	OFF	TIN	IND
1953	भडवा है हा लढा कधी संपणार नाही मी एकटा जरी उरलो तरी माणसांनो उतरा रस्त्यावर आणि दाखवा	OFF	TIN	IND
1954	मूर्खा अजून दंड ठोठावलेला नाही जरा वाचत जा मंदभक्ता	OFF	TIN	IND
1955	तुझ्या आईची गांडभाडखो मादरचोद चुतीया सालाहरामखोर की पैदाईश	OFF	TIN	IND
1956	कोर्टाने ला स्थगिती दिली आहे तुमचे ज्येष्ठ विधीज्ञ परमजीतसिंग पटवालिया कोर्टात गोट्या खेळायला जात होते काय?…	OFF	TIN	IND
1957	या बावळट पेक्षा बाबड्या बरा	OFF	TIN	IND
1958	मी पुन्हा येईन असं जोक मारणारा गोट्या कुठे गेला तुमचा?	OFF	TIN	IND
1959	ये गपे भिकारचोट	OFF	TIN	IND
1960	आईघाल्या तुझ्या बापाची तर नक्कीच नाही	OFF	TIN	IND
1961	हा मग ते तुजी मानसिकता तशी बावळट झाली आहे त्या मुळे…	OFF	TIN	IND
1962	एकच मंद गोपीचंद असेल हो ते	OFF	TIN	IND
1963	तुम्हाला जास्त कळतं वाटतं सोनिया समोर कधी झुकलेत ??? सत्ता समीकरण ला तुम्ही झुकले…	OFF	TIN	IND
1964	अरे दळभद्री ४० पैसे राजाच्या बिनडोक माणसा गुजराथांच्या चपला पुस फक्त पण तुझी लायकी नाही मराठी कला…	OFF	TIN	IND
1965	नेव्हीतील रितारमेन्ट नंतर कोणता आयटी सेल जॉईन केला होता का रे बावळट माणसा	OFF	TIN	IND
1966	तुज्या सारख्या च्युते महाराष्ट्र तील नसतील आम्ही महाराष्ट्र तील लोक हिंदी ला सुद्धा मान…	OFF	TIN	IND
1967	तुझी गांड बगतोय घोडी झाल्यावर लंड तुझ्या भोकात टाकायला कीती मस्त वाटत असेल हे ना	OFF	TIN	IND
1968	अरे भडव्या औरंग्याचे वंशज तुम्ही जेव्हा मुघलांनी तुमच्यावर अत्याचार केले तेव्हा ए…	OFF	TIN	IND
1969	तु बावळट झालाय का रे …	OFF	TIN	IND
1970	अरे अडाण्या जरा बाबासाहेब आंबेडकरांनी लिहिलेलं वाच (वाचता येत असेल तर) स्वतः…	OFF	TIN	IND
1971	एक मंद बीबीसी मधून हकलाऊन दिलाय म्हणतात	OFF	TIN	IND
1972	हा माहीत करून घे ना मग बावळट आहेस काय ??	OFF	TIN	IND
1973	च्यायला १ चित्रपट काय केला झाडावर चढले बुवा तुम्ही।	OFF	TIN	IND
1974	तुझी पुच्ची लय मोठी झाली असील ना आता रोज किती घेते कोणाला माहीती।	OFF	TIN	IND
1975	तुम्ही  वर्ष गोट्या खेळत होता का  बांगड्या भरलेल्या काय?	OFF	TIN	IND
1976	तोंडात घे तू प पान	OFF	TIN	IND
1977	च्यायला ह्यांच् वेगळा सुरु आहे एडझवे कुठले	OFF	TIN	IND
1978	अरे भिकारचोट कुलकरण्या  वर्ष भाजपचे सरकार असताना त्यानी काय केल ते पण साग ना तुझ्या घरात एकद मुलं जन्माला आलं तर…	OFF	TIN	IND
1979	साहेबांनी एकदा का पाण्या ऐवजी दगडाने बोचा घासायला लावलं की आम्ही डोळे मिटायला मोकळे	OFF	TIN	IND
1980	हरामी रांड आहे तू भेट तुझ्या मयला कंगना हरामी बराची औलाद	OFF	TIN	IND
1981	अहो मग आता जेव्हा कंगना नि इतका काही बोलली मुंबई आणि मुंबई पोलिसांना तेव्हा मनसे नि अ…	OFF		
1982	उद्धव ठाकरे यांना एकेरी संबोधलं म्हणून हक्कभंग आणल्या जातो मग फडणवीस मुख्यमंत्री असताना त्यांना शरीरावरुन विरोधक टरबूज…	OFF	UNT	
1983	च्यायला म्हणजे दुबईचा फोन ही पुडीच निघाली की	OFF	UNT	
1984	ह्या असल्या दळभद्री लोकांना अक्कल शिकवायला हवी होय मि  केलीय तुम्हीही निदान अकाउंट रिपोर्ट करा त्याचे अकाउं…	OFF	UNT	
1985	बावळट कुठले काहीही तर्क लावतेत  की डाळ	OFF	UNT	
1986	तिने तोंड उघडलं ह्यांनी नाक दाबायला सुरुवात केली	OFF	UNT	
1987	करून दाखवलं तोडून दाखवलं उखाडून दाखवलं	OFF	UNT	
1988	छान लिहिला आहेपण त्या बावळट माणसांना असले स्पष्टीकरण देण्याची काय गरज? काही झालं तरी फडणवीसां…	OFF	UNT	
1989	फडणवीस सरकार असताना आरक्षनाचे राजकारण करुण तोंडाला फेस येई पर्यंत आरोप करणारे तोंडात मोगरी फसल्या सारखे गप्प आहेत…	OFF	UNT	
1990	मंदा चित्राताई ट्विटमध्ये म्हणतात राज्यात  पक्षाचे …	OFF	UNT	
1991	देशाचा पंतप्रधान असू किव्हा कोणी पण त्याची लायकी फक्त छत्रपतीनच्या पायाशी मूर्खा सारखे…	OFF	UNT	
1992	एक नालायक बाई एका महाराष्ट्रीयन मुलीला पोर्न स्टार म्हणते आणि दुसरी नालायक बई…	OFF	UNT	
1993	चीवसैनीक मंद असतात हे आत्ता पटलं	OFF	UNT	
1994	आंदोलक त्यांची बायको मागताना तुम्ही तुमच्या तोंडात फेवीकॉलचा अख्खा डबा घालून ठेवला होता का ??	OFF	UNT	
1995	गोट्या	OFF	UNT	
1996	लवडा बोल	OFF	UNT	
1997	लबाडांशी लढताना लक्षात असूद्या साधं असावं बावळट नाही प्रामाणिक असावं भाबडं नाही नम्र असावं कमजोर नाही	OFF	UNT	
1998	मुर्खा सारखे नकोतिथे मराठी अस्मितेच्या नावावर फालतू राजकारण करून महाराष्ट्राचे मोठे नुकसान करणार आहेत हे लोक मग म्हणाल म…	OFF	UNT	
1999	च्यायला काय घाण चूक झाली एक ते दीड हजार मिळतात असे वाचा चू शेनिकांमुळे झालेली चूक	OFF	UNT	
2000	नूसती मोजणीझाट काय उपाय नाहीसगळ सूरू करून ठेवलय	OFF	UNT	
2001	जेव्हा स्वतःच्या घरात भाड्यानं राहिल्यासारखी  मनात येईल तेव्हा स्वतःच्या पायावर ऊभ राहण्याची वेळ आली आहे…	OFF	UNT	
2002	मविआ चे चाटे काय गोट्या चोळत बसले काय नेत्यांच्या भिकारचोट साले आरक्षण	OFF	UNT	
2003	घ्या आता तोंडात केळं	OFF	UNT	
2004	आंदोलक त्यांची बायको मागताना तुम्ही तुमच्या तोंडात फेवीकॉलचा अख्खा डबा घालून…	OFF	UNT	
2005	मादरचोद वर्षात काही नाही झाल	OFF	UNT	
2006	हरामखोर भिकारचोट हे शब्द बरोबर आहेत	OFF	UNT	
2007	ऊर्मिला जी आम्ही आहोत तुमच्या सोबत ह्या दळभद्रि बाईची जीभ हासडुन काढा	OFF	UNT	
2008	तोंडात शेण भरल्यावर काय बोलणार	OFF	UNT	
2009	डुक्कर शब्द वापरलाज्यांचे काही राजकारणी २४ ७ लांगुलचालन करतात त्या वोटबॅंकेला झोंब…	OFF	UNT	
2010	व्हॉट्स अप स्टेटस बघ तू काहींचे एवढे मंद कसं काय असू शकतात राव ही लोकं	OFF	UNT	
2011	च्यायला दलितांनी काय बोलाव मग	OFF	UNT	
2012	वरातीमागून घोडे च्यायला	OFF	UNT	
2013	हे बावळट आलं मी कुठं शेअर होल्डिंग बद्दल काय म्हटलं आयटी सेल चे  पैशाचे ट्विट चिटकवायची घाणेरडी सवय लागली आहे चो…	OFF	UNT	
2014	च्यायला ब्लॅक बेल्ट लावा आता तोंडावर	OFF	UNT	
2015	मराठ्यांनी फक्त मतं द्यायची राज्यावर संकटं आली की युध्दासाठी तयार राहायचं आणि नंतर फाशी…	OFF	UNT	
2016	महा नालायक महानालायकनी	OFF	UNT	
2017	दाऊद कडून कॉल आल्यानंतर उद्धव ठाकरे स्वतःच्या घरातून गायब झाला एकही शिवसैनिक पहारेकरी…	OFF	UNT	
2018	च्यायला ते  लाख कधी भेटतीन असं झालाय फेकू	OFF	UNT	
2019	मराठी भय्या ज्या देशाला राष्ट्रभाषा नाही आणि राज्य हे भाषेच्या आधारावर आहे त्यामळे आधी राज्यघटना वाच आणि त्यामध्ये कलम…	OFF	UNT	
2020	लन्ड लेले	OFF	UNT	
2021	आरे मंद बुद्धी भूतपूर्व सैनिक पहचान पत्र  …	OFF	UNT	
2022	पण या ट्विटला लाईक देणे म्हणजे मंद बुद्धी आहे	OFF	UNT	
2023	चल हतीचा बोचा	OFF	UNT	
2024	सह्याद्रीकडे डोळे वटारून पाहिले तर डोळे काढून गोट्या खेळू सह्याद्रीला अपशब्द वापरले तर जीभ छाटली जाईल सह्याद्री कधी कुणा…	OFF	UNT	
2025	कोणी मारलं त्यांना ? काँग्रेस च्या सोबत कोण गोटया खेळतय आता ??	OFF	UNT	
2026	हे दळभद्री राजकारण आहेत धनगर आणि मराठा समाजाला वेड्यात काढत आहे	OFF	UNT	
2027	हाहा भको घटनु भन भन्ने कूरो नी बौचा बोरो	OFF	UNT	
2028	मंदीत संधी साधणारे मंद	OFF	UNT	
2029	मोती शेठचा वाढदिवस राष्ट्रीय बेरोजगार दिन म्हणून साजरा करण्यापेक्षा आंतरराष्ट्रीय दळभद्री दिन म्हणून साजरा करण्या…	OFF	UNT	
2030	संजय निरुपम पासून ते आजपर्यंत ह्यांनी सेनेला त्रासच दिलाय मराठी माणसाला मागे सारून ह्यांचे चोचले पुरवण्यात धन्यता…	OFF	UNT	
2031	ते प्रश्न एवढे हास्यास्पद आहेत की या बावळट प्रश्नांना उत्तरे असूनही द्यायची इच्छा होत नाही	OFF	UNT	
2032	२ त्या रंडीच्या मिग फिरू नको तु पत्की शुक्ला मुर्व्ह पाल वा अजून मोदी शहा सींग उपाध्याय फडणविस …	OFF	UNT	
2033	मंद च्या पण खालची आहे	OFF	UNT	
2034	गॉगल असावा गुच्ची मनोरमाच्या आई ची पुच्ची	OFF	UNT	
2035	गाढवांना घोड्याच्या शर्यतीत उतरवल्यावर असच होणार तोंड दाखवाय…	OFF	UNT	
2036	ऑनलाइन फसवणूक करणारे बऱ्यापैकी सर्व कॉल हे उत्तर प्रदेश बिहार मधून हिंदी भाषेत येत असतात कोणताही कॉल आला तर मराठी…	OFF	UNT	
2037	हाहाहा काय उखडल एवढ्या मोठ्या संख्येने येऊन हाह फक्त्त तोंडात दम डोक्यात काहीच नाही	OFF	UNT	
2038	आज राष्ट्रीय सर्वविक्री अमावस्येच्या सर्वांना दळभद्री शुभेच्छा पकोडेवाले को श्रद्धांजली	OFF	UNT	
2039	हो दळभद्री राजकारणी	OFF	UNT	
2040	सारासार बुद्धी खरंच नाश पावली याचा प्रत्यय येतोय रोज एका घटनेवरून अहंकारी हेकेखोरीचा दर्प आहे…	OFF	UNT	
2041	सांगितलं होतं माज कसा उतरावा हे आम्हाला चांगलंच ठाऊक आहे	OFF	UNT	
2042	विद्यार्थ्यांच्या जीवनाचा खरा बाजार यांनी केला आहे विद्यार्थां चे हीत म्हणू म्हणू मरणाचा तोंडात घातले आ…	OFF	UNT	
2043	मराठा आरक्षणाला स्थगिती देण्यात आली आहे यावर विरोधी व सत्ताधारी यांनी चिंतन करण्याची गरज आहे दळभद्री राजकारण सोडा…	OFF	UNT	
2044	मुर्खा सारखे नकोतिथे मराठी अस्मितेच्या नावावर फालतू राजकारण करून महाराष्ट्राचे मोठे नुकसान करणार आहेत हे लोक मग…	OFF	UNT	
2045	च्यायला वर्क फ्रॉम होम मध्ये पण ऑफिसवाले जीव काढतातएवढं काम कि स्वतःकडे पण बघायला वेळ नाही नशीब लग्न नाही झालं…	OFF	UNT	
2046	मला बंगाली भाभी मराठी वहीनीच झवाड्या आवडतात	OFF	UNT	
2047	केस सुशांतची होती आणि शेवट कंगणाचे संडास पाडून झाली	OFF	UNT	
2048	मग तुम्ही काय गोट्या खेळात होता का ?	OFF	UNT	
2049	साली भांड	OFF	UNT	
2050	बावळट त्या फेक आयडी कार्ड वर पोस्टाचा स्टॅम्प नीट बघ मुंबई लिहिले आहे तिथे  मधे मुंबई…	OFF	UNT	
2051	शेनीक मंद आहेत	OFF	UNT	
2052	च्यायला हो ??	OFF	UNT	
2053	मुर्खा जिथं खाल्ले तिथच हागणार्याला चपला नको मारायला मग काय आरती ऊतरवायला हवी काय	OFF	UNT	
2054	पुरोगामी नसायला मंद लागत	OFF	UNT	
2055	साली नागपट्टणम इथल्या विष्णू मंदिरातून प्रभू श्रीराम सीता माता आणि लक्ष्मणाच्या प्राचीन आणि अत्यंत सुंदर मुर्ती चो…	OFF	UNT	
2056	नशीब काही द ळ भद्री लोक भारत पाकिस्तान बॉर्डर प्रदेशात राहत नाहीत नाहीतर पाकिस्तानला स्वतःचा बाप देश मानत रस्त्यावर पाकि…	OFF	UNT	
2057	च्यायला अबब माझाची चमचेगिरी पाहून अश्रू येतात राव डोळ्यात काय निष्ठा आहे	OFF	UNT	
2058	हे काय पहिल्यांदाच होत नाहीये  पासून राम मंदिरासाठी येणाऱ्या पैश्यांवर सगळे भिकारचोट गब्बर झालेत …	OFF	UNT	
2059	ने थोबाड जरी चमकवलं तरी दळभद्री नशीबाचं काय?	OFF	UNT	
2060	मला झाट काय कळले नाय	OFF	UNT	
2061	शिवसेनेच्या लफड्यात काँग्रेसची लागली हिमाचलमधील अनधिकृत बं…	OFF	UNT	
2062	च्यायला आता सोशल मीडिया वर काही पण पोस्ट केलं किंवा लाईक वगैरे केलं तर असं वाटतं की आपण त्या आपल्या मोबाईल स्क्रीन…	OFF	UNT	
2063	गोट्या कितीहि मोठ्या झाल्या तरी त्या ल ड्याच्या खाली असतात  ला स्थापन झालेल्या गोट्याने माज दा…	OFF	UNT	
2064	टाकला मामुच्या तोंडात	OFF	UNT	
2065	नक्कीच भाऊ महाराष्ट्रात फक्त मराठीच वापरली गेली पाहिजे आणि पर्यायाने इंग्रजी…	OFF	UNT	
2066	सहमत वैचारिक दळभद्री पण नुसता	OFF	UNT	
2067	यांना कोण सांगणार हो मूर्खा बरोबर वादविवाद आपल्याला मूर्ख बनवतात आपण यांची…	OFF	UNT	
2068	खंडू अहो ते पुढच्या सरकारमध्ये मला पाकीट मिळेल ना ? काक मूर्खा हे सरकार टिकवायची गरज आहे पळ तिकडे	OFF	UNT	
2069	चहा झाला थंड कुशल माझा लंड आहे ते	OFF	UNT	
2070	काहीजण जात लिहताना शुद्ध असा शब्द वापरतात जसे काय सर्फ एक्सेल वापरून जात धुतलेली असते तुमची ती शुद्ध आणि बाकीच्यां…	OFF	UNT	
2071	झवू देस का रांड	OFF	UNT	
2072	च्यायला राजभवन हे टपरिवर सिगरेट पिण्या सारख झालय  कुणी ही उठत न जात	OFF	UNT	
2073	बेड्स मिळत नसल्याने  ?? सगळी जंबो सेंटर फक्त गोट्या खेळायला उभी केली आहेत का ? पासून…	OFF	UNT	
2074	महा नालायक	OFF	UNT	
2075	काही मोजकी मराठी न्यूज चॅनल वगळता राष्ट्रीय स्तरावरील बहुतेक सर्व न्यूज चॅनल उद्धवाच्या तोंडात अक्षरशः शेण घालत आहे…	OFF	UNT	
